country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size
Brazil,Finance,ChatGPT,6.72,4574,2024,18-24,Startup
Brazil,Agriculture,Stable Diffusion,33.32,2781,2024,55+,Enterprise
UK,Healthcare,ChatGPT,6.34,2818,2024,25-34,SME
Canada,Agriculture,Midjourney,95.02,9863,2024,18-24,Startup
France,Manufacturing,Midjourney,90.15,8487,2024,55+,Enterprise
Australia,Agriculture,ChatGPT,33.92,4640,2023,55+,Enterprise
India,Finance,Midjourney,62.98,7590,2023,18-24,Startup
Australia,Education,Stable Diffusion,13.94,2614,2023,25-34,SME
South Korea,Healthcare,ChatGPT,76,4029,2024,45-54,Startup
France,Education,Stable Diffusion,95.47,6465,2023,25-34,Enterprise
UK,Retail,Midjourney,67.85,3777,2024,18-24,Enterprise
Canada,Manufacturing,Midjourney,91.3,6608,2023,25-34,Enterprise
China,Healthcare,Midjourney,27.17,8803,2024,45-54,Startup
Australia,Retail,Stable Diffusion,22.15,9322,2023,55+,Enterprise
China,Manufacturing,Stable Diffusion,39.74,6721,2023,35-44,Enterprise
Germany,Manufacturing,Midjourney,85.2,6718,2023,25-34,SME
China,Technology,Stable Diffusion,56.62,8093,2023,35-44,Enterprise
Germany,Education,Midjourney,18.25,8592,2024,25-34,Startup
Germany,Retail,Midjourney,17.59,1807,2023,18-24,Startup
USA,Education,Bard,26.4,7692,2023,18-24,Startup
France,Technology,Midjourney,6.36,2202,2024,35-44,Startup
UK,Finance,Midjourney,15.07,4005,2024,55+,Enterprise
South Korea,Retail,ChatGPT,77.37,1223,2024,35-44,Enterprise
India,Healthcare,Bard,37.06,4303,2023,35-44,SME
Australia,Healthcare,Stable Diffusion,95.51,7357,2024,55+,SME
India,Retail,Bard,9.17,9979,2023,55+,SME
Canada,Retail,Claude,3.54,8436,2024,18-24,Enterprise
UK,Manufacturing,ChatGPT,28.73,5933,2023,25-34,SME
UK,Technology,Stable Diffusion,0.2,3064,2024,35-44,Enterprise
Australia,Finance,Midjourney,70.8,2268,2024,18-24,Enterprise
Brazil,Finance,Midjourney,59.05,7913,2024,35-44,SME
Germany,Education,Claude,69.01,4386,2024,35-44,Startup
Brazil,Retail,ChatGPT,18.41,8939,2024,18-24,Startup
India,Transportation,ChatGPT,4.53,5763,2024,55+,Enterprise
China,Manufacturing,ChatGPT,94.73,8391,2023,18-24,Startup
Germany,Healthcare,Midjourney,99.21,5268,2023,45-54,SME
South Korea,Finance,Stable Diffusion,31.85,7451,2023,45-54,SME
India,Technology,Midjourney,38.03,9597,2023,18-24,Enterprise
Germany,Education,Midjourney,11.75,3521,2024,45-54,Startup
UK,Healthcare,Midjourney,40.91,3424,2024,55+,SME
Brazil,Finance,ChatGPT,25.19,1370,2023,25-34,SME
UK,Education,Stable Diffusion,39.18,5689,2023,25-34,SME
South Korea,Technology,Midjourney,44.28,8793,2024,25-34,SME
France,Manufacturing,ChatGPT,37.8,5919,2024,18-24,Startup
France,Manufacturing,ChatGPT,94.98,7824,2024,25-34,Startup
France,Education,ChatGPT,44.95,5271,2023,55+,SME
India,Transportation,ChatGPT,12.03,7452,2024,25-34,SME
UK,Education,Bard,8.16,4151,2023,35-44,Startup
Canada,Manufacturing,Bard,67.03,9678,2024,35-44,Enterprise
China,Manufacturing,ChatGPT,57.83,4837,2024,35-44,SME
India,Finance,ChatGPT,20.61,2132,2023,35-44,Enterprise
India,Transportation,Bard,20.69,7874,2024,45-54,Enterprise
France,Education,ChatGPT,45.14,9324,2024,45-54,Enterprise
Australia,Transportation,ChatGPT,53.84,4388,2023,18-24,Enterprise
China,Retail,ChatGPT,4.7,461,2024,55+,SME
France,Transportation,ChatGPT,57.73,9403,2023,45-54,Enterprise
Australia,Technology,ChatGPT,54.13,7857,2024,35-44,Enterprise
Brazil,Manufacturing,Midjourney,27.48,2440,2023,55+,Enterprise
South Korea,Education,Stable Diffusion,75.42,4378,2024,45-54,Enterprise
Brazil,Education,Stable Diffusion,65.88,265,2024,45-54,Startup
India,Healthcare,ChatGPT,77.89,763,2024,55+,Startup
France,Agriculture,Bard,97.04,3691,2024,45-54,SME
Germany,Retail,Midjourney,84.52,8584,2023,55+,Startup
UK,Education,ChatGPT,58.22,511,2024,45-54,Startup
Australia,Transportation,ChatGPT,42.56,9647,2024,25-34,Startup
Australia,Education,ChatGPT,37.6,8502,2024,35-44,Startup
UK,Healthcare,ChatGPT,70.33,7221,2024,18-24,Enterprise
South Korea,Manufacturing,ChatGPT,87.13,3301,2023,35-44,Enterprise
India,Education,Stable Diffusion,17.66,7818,2024,18-24,SME
USA,Education,ChatGPT,18.97,3879,2024,35-44,Enterprise
USA,Finance,Midjourney,78.84,4436,2024,35-44,SME
Brazil,Manufacturing,ChatGPT,64.56,4634,2024,25-34,SME
UK,Education,Midjourney,28.29,909,2024,55+,Enterprise
UK,Transportation,Midjourney,94.77,1060,2023,25-34,Startup
Australia,Education,Midjourney,85.43,8057,2024,55+,Enterprise
UK,Technology,Stable Diffusion,75.38,1217,2024,45-54,Enterprise
Canada,Agriculture,Midjourney,22.24,6097,2024,25-34,Startup
USA,Manufacturing,ChatGPT,63.57,4689,2024,25-34,Startup
India,Manufacturing,ChatGPT,57.85,1921,2024,45-54,Enterprise
South Korea,Healthcare,Claude,84.75,8712,2024,55+,Startup
UK,Manufacturing,Midjourney,39.14,8987,2024,18-24,Startup
India,Agriculture,Stable Diffusion,26.15,9323,2024,18-24,Enterprise
Germany,Technology,ChatGPT,92.69,7597,2023,35-44,Startup
Germany,Manufacturing,ChatGPT,26.34,3773,2024,45-54,Enterprise
China,Technology,ChatGPT,7.33,246,2024,18-24,Enterprise
China,Technology,Stable Diffusion,24.54,8734,2023,35-44,Enterprise
France,Agriculture,Midjourney,19.19,5557,2024,55+,SME
India,Manufacturing,Midjourney,47.36,9624,2024,55+,SME
Germany,Agriculture,Midjourney,9.93,6578,2024,45-54,Enterprise
UK,Finance,Bard,57.94,4636,2023,35-44,Startup
Canada,Healthcare,Midjourney,42.53,9105,2024,35-44,SME
Brazil,Technology,ChatGPT,52.98,2405,2023,45-54,SME
South Korea,Transportation,ChatGPT,72.2,1548,2024,35-44,Startup
China,Transportation,Bard,50.81,562,2023,18-24,Enterprise
Canada,Transportation,Stable Diffusion,11.92,4616,2024,55+,Enterprise
USA,Manufacturing,Bard,44.09,1345,2023,45-54,Enterprise
Australia,Retail,ChatGPT,32.52,7487,2024,55+,Enterprise
India,Healthcare,Midjourney,37.67,7757,2024,55+,Startup
USA,Education,ChatGPT,83.33,8337,2024,55+,SME
Australia,Education,Claude,1.18,2542,2023,35-44,SME
India,Healthcare,Stable Diffusion,88.91,6688,2024,45-54,Enterprise
UK,Healthcare,Midjourney,16.87,1600,2024,25-34,SME
India,Transportation,Midjourney,57.06,5791,2024,55+,Startup
France,Education,ChatGPT,4.64,5720,2023,35-44,Startup
France,Finance,Midjourney,85.8,3535,2024,18-24,Startup
Canada,Manufacturing,Midjourney,30.45,7232,2024,25-34,Enterprise
Brazil,Healthcare,Midjourney,26.86,2026,2023,18-24,SME
UK,Healthcare,ChatGPT,38.84,2850,2023,18-24,Startup
India,Manufacturing,ChatGPT,81.53,135,2024,45-54,Startup
India,Agriculture,ChatGPT,79.35,490,2024,25-34,Enterprise
China,Transportation,Midjourney,15.58,8160,2024,55+,Enterprise
China,Healthcare,Midjourney,70.5,8597,2024,18-24,Enterprise
Germany,Agriculture,Midjourney,72.33,2287,2024,35-44,SME
China,Finance,Stable Diffusion,80.95,9418,2023,18-24,SME
Canada,Agriculture,Midjourney,80.83,9999,2023,18-24,SME
India,Finance,Midjourney,41.72,7850,2024,55+,SME
Australia,Finance,Midjourney,14.41,8230,2024,35-44,Startup
Germany,Education,ChatGPT,29.87,6329,2024,25-34,Startup
Australia,Agriculture,ChatGPT,56.59,944,2024,35-44,Enterprise
Canada,Education,Bard,70.94,5593,2024,45-54,Enterprise
South Korea,Transportation,Midjourney,26.94,1420,2024,45-54,Enterprise
UK,Transportation,Midjourney,36.62,3183,2024,45-54,SME
China,Agriculture,Midjourney,28.89,9123,2024,18-24,SME
Canada,Healthcare,ChatGPT,57.09,7259,2024,45-54,Enterprise
Australia,Manufacturing,Stable Diffusion,0.39,4655,2024,45-54,Startup
UK,Finance,Midjourney,31.57,4811,2024,18-24,Startup
Canada,Manufacturing,Midjourney,91.16,9044,2024,18-24,Startup
UK,Technology,ChatGPT,16.45,8942,2024,45-54,SME
Germany,Agriculture,Midjourney,85.41,3320,2023,18-24,SME
Germany,Finance,Stable Diffusion,69.94,5019,2024,25-34,Startup
South Korea,Manufacturing,ChatGPT,61.71,5980,2024,55+,Startup
Australia,Finance,Midjourney,67.17,1326,2024,35-44,Enterprise
USA,Healthcare,Stable Diffusion,30.95,808,2024,35-44,Startup
South Korea,Healthcare,ChatGPT,74.21,2200,2023,25-34,Startup
France,Education,Midjourney,95.11,588,2023,18-24,Enterprise
USA,Agriculture,ChatGPT,13.56,4976,2023,55+,Enterprise
France,Agriculture,Claude,66.57,7712,2023,25-34,Enterprise
Canada,Finance,Midjourney,68.54,8405,2024,45-54,SME
South Korea,Technology,ChatGPT,62.44,6601,2024,35-44,Enterprise
UK,Healthcare,Stable Diffusion,85.34,5471,2024,18-24,Startup
Canada,Education,Stable Diffusion,61.48,2876,2023,25-34,Enterprise
Germany,Manufacturing,Bard,84.24,1884,2024,35-44,Enterprise
Germany,Agriculture,Midjourney,71.2,6756,2024,18-24,SME
Australia,Education,ChatGPT,29.18,8935,2024,35-44,Enterprise
Brazil,Manufacturing,Bard,26.54,9280,2023,18-24,Enterprise
Brazil,Education,Midjourney,92.06,9469,2023,55+,Enterprise
France,Education,ChatGPT,60.2,9313,2024,25-34,Startup
Australia,Agriculture,ChatGPT,59.17,9512,2024,45-54,Enterprise
Canada,Retail,Bard,1.52,1221,2024,18-24,Startup
Germany,Retail,ChatGPT,22.13,9963,2023,18-24,Startup
France,Manufacturing,ChatGPT,75.73,5395,2024,55+,SME
Germany,Agriculture,ChatGPT,63.98,7187,2024,45-54,Enterprise
China,Manufacturing,ChatGPT,91.53,5084,2024,25-34,Startup
Brazil,Transportation,Claude,93.53,7653,2024,25-34,SME
Canada,Healthcare,Midjourney,23.72,6270,2024,18-24,Startup
Germany,Retail,Bard,64.55,4163,2023,55+,SME
Brazil,Transportation,ChatGPT,9.01,2199,2023,55+,Startup
South Korea,Healthcare,ChatGPT,11.32,2361,2024,18-24,SME
Germany,Technology,Stable Diffusion,94.81,6138,2024,35-44,Enterprise
Canada,Technology,ChatGPT,76.53,4562,2024,55+,SME
UK,Retail,ChatGPT,67.43,5239,2024,55+,Startup
France,Technology,Bard,51.7,1527,2024,55+,SME
South Korea,Retail,ChatGPT,54.96,4895,2024,25-34,Startup
Canada,Manufacturing,Stable Diffusion,88.91,5642,2024,45-54,SME
France,Healthcare,ChatGPT,24.8,4799,2023,35-44,SME
Canada,Finance,ChatGPT,21.41,3977,2024,18-24,Startup
Brazil,Technology,Midjourney,91.82,3481,2024,55+,SME
UK,Finance,Midjourney,23.66,3961,2024,55+,SME
Germany,Finance,ChatGPT,71.87,1699,2023,35-44,Startup
UK,Agriculture,Bard,60.52,3214,2024,18-24,Enterprise
South Korea,Technology,Bard,14.73,1718,2024,35-44,SME
Australia,Retail,ChatGPT,7.01,8070,2024,25-34,Enterprise
India,Transportation,Bard,86.95,7691,2024,35-44,Enterprise
USA,Finance,Midjourney,2.72,5335,2024,35-44,Startup
Canada,Agriculture,ChatGPT,40.97,9837,2024,25-34,Startup
Brazil,Agriculture,ChatGPT,10.75,4134,2023,18-24,Startup
UK,Transportation,Stable Diffusion,1.39,5237,2024,25-34,SME
Canada,Finance,Stable Diffusion,7.67,6311,2024,45-54,Enterprise
France,Transportation,Midjourney,35.32,8932,2024,45-54,SME
Canada,Agriculture,ChatGPT,68.98,8540,2024,35-44,SME
South Korea,Healthcare,ChatGPT,89.14,4879,2024,45-54,SME
Australia,Agriculture,ChatGPT,23.36,2038,2023,25-34,Enterprise
France,Agriculture,Stable Diffusion,56.22,9746,2024,18-24,Startup
France,Technology,ChatGPT,35.37,4045,2023,45-54,Startup
Australia,Education,Midjourney,40.77,9781,2023,25-34,Enterprise
USA,Transportation,ChatGPT,15.33,6108,2024,25-34,SME
UK,Technology,Stable Diffusion,74.02,572,2024,25-34,Startup
India,Transportation,ChatGPT,50.76,823,2024,55+,Enterprise
Canada,Manufacturing,Midjourney,91.28,6427,2024,55+,SME
India,Finance,Midjourney,63.88,8915,2024,45-54,Startup
Canada,Technology,Claude,70.57,9708,2023,18-24,Enterprise
Germany,Manufacturing,ChatGPT,28.97,3925,2024,45-54,SME
USA,Transportation,Claude,17.92,3070,2024,18-24,Startup
India,Education,Claude,68.18,5410,2024,25-34,SME
Canada,Agriculture,Claude,55.35,7566,2024,35-44,Startup
USA,Finance,Stable Diffusion,18.12,7605,2024,55+,Enterprise
Brazil,Agriculture,ChatGPT,45.41,5333,2023,25-34,Startup
France,Transportation,Midjourney,99.63,8511,2023,18-24,SME
France,Technology,ChatGPT,28.09,1768,2024,18-24,Enterprise
India,Finance,Midjourney,88.75,7256,2023,55+,Enterprise
France,Technology,ChatGPT,49.39,7331,2024,25-34,SME
Australia,Agriculture,ChatGPT,92.02,7711,2024,35-44,SME
Germany,Finance,Midjourney,9.06,5054,2024,55+,Enterprise
USA,Transportation,Midjourney,70.17,3314,2024,35-44,SME
Canada,Agriculture,ChatGPT,90.65,5625,2024,25-34,SME
France,Healthcare,Stable Diffusion,80.2,8781,2024,45-54,Startup
USA,Manufacturing,ChatGPT,35.62,5003,2023,35-44,Startup
USA,Education,ChatGPT,69.18,6249,2023,18-24,Enterprise
Germany,Retail,Midjourney,23.15,2597,2023,35-44,SME
Canada,Manufacturing,ChatGPT,7.57,9198,2023,25-34,Enterprise
UK,Healthcare,Stable Diffusion,35.46,5848,2024,18-24,Startup
UK,Retail,Stable Diffusion,16.71,5388,2024,18-24,Startup
China,Education,Stable Diffusion,76.81,9304,2024,35-44,Startup
USA,Finance,Stable Diffusion,39.26,5012,2024,45-54,Startup
USA,Education,Stable Diffusion,62.58,3445,2023,35-44,SME
USA,Transportation,Midjourney,19.7,6644,2024,18-24,Startup
Australia,Transportation,ChatGPT,6.62,9476,2024,35-44,Startup
France,Finance,Bard,14.84,7341,2024,18-24,SME
UK,Agriculture,ChatGPT,33.07,7463,2023,35-44,Startup
USA,Agriculture,ChatGPT,9.31,8221,2024,25-34,SME
UK,Healthcare,ChatGPT,31.89,1938,2024,45-54,Enterprise
South Korea,Manufacturing,ChatGPT,22.31,5200,2024,35-44,Enterprise
China,Education,ChatGPT,35.44,1222,2024,35-44,SME
UK,Education,ChatGPT,21.08,9731,2024,35-44,Startup
Canada,Agriculture,ChatGPT,25.98,3788,2024,25-34,Startup
Germany,Transportation,Midjourney,54.74,5071,2024,55+,SME
UK,Agriculture,Midjourney,90.34,2255,2024,18-24,SME
UK,Technology,Stable Diffusion,41.08,1911,2024,25-34,Enterprise
UK,Education,ChatGPT,94.06,3346,2024,25-34,Startup
France,Transportation,ChatGPT,21.39,9683,2023,25-34,SME
Canada,Agriculture,ChatGPT,99.46,1346,2024,55+,Enterprise
USA,Transportation,Midjourney,35.35,2200,2024,35-44,SME
USA,Education,Midjourney,18.44,6454,2024,25-34,SME
UK,Agriculture,ChatGPT,65.73,1060,2024,35-44,SME
South Korea,Technology,Stable Diffusion,11.64,8840,2024,35-44,Enterprise
USA,Education,ChatGPT,78.14,8704,2024,25-34,Startup
USA,Agriculture,ChatGPT,47.34,9083,2024,35-44,SME
Australia,Manufacturing,Midjourney,77.72,5200,2023,55+,SME
UK,Transportation,Stable Diffusion,55.13,1255,2024,18-24,Startup
China,Technology,Stable Diffusion,40.15,2301,2024,25-34,SME
China,Finance,ChatGPT,38.88,8518,2023,35-44,Enterprise
Australia,Education,ChatGPT,6.79,9575,2023,45-54,Startup
Canada,Retail,Stable Diffusion,94.99,3640,2024,55+,Startup
Australia,Finance,Stable Diffusion,85.65,4983,2024,45-54,Startup
China,Education,ChatGPT,37.4,3341,2024,45-54,SME
Canada,Manufacturing,Midjourney,29.17,5347,2024,35-44,Startup
Brazil,Education,ChatGPT,59.85,4594,2023,55+,Enterprise
Germany,Manufacturing,ChatGPT,34.31,5460,2023,45-54,Startup
Germany,Transportation,Stable Diffusion,99.57,959,2024,55+,SME
India,Manufacturing,Midjourney,45.45,4083,2023,25-34,Startup
Australia,Transportation,Bard,66.14,3127,2024,18-24,Enterprise
USA,Education,Stable Diffusion,11.82,786,2023,25-34,Enterprise
China,Technology,ChatGPT,9.99,3214,2024,45-54,Enterprise
France,Retail,Claude,99.36,7037,2024,18-24,Enterprise
USA,Retail,ChatGPT,79.32,3610,2024,55+,Startup
South Korea,Healthcare,Stable Diffusion,77.54,1205,2023,35-44,SME
UK,Healthcare,Midjourney,96.52,2245,2024,45-54,Enterprise
Germany,Technology,ChatGPT,45.48,6052,2024,18-24,Startup
Canada,Manufacturing,ChatGPT,0.17,7683,2024,45-54,Enterprise
Australia,Finance,Claude,78.29,6430,2024,35-44,Startup
UK,Agriculture,ChatGPT,32.66,2418,2024,25-34,SME
Brazil,Transportation,ChatGPT,26.23,7716,2023,25-34,SME
South Korea,Healthcare,Midjourney,94.33,7524,2024,35-44,Startup
China,Education,Bard,30.7,4820,2023,18-24,Enterprise
France,Finance,ChatGPT,31.11,8558,2023,35-44,Enterprise
Germany,Healthcare,Midjourney,63.48,7446,2024,45-54,Startup
South Korea,Transportation,ChatGPT,54.94,7212,2024,18-24,Startup
China,Retail,Bard,10.04,6763,2023,18-24,SME
China,Education,Claude,71.14,9502,2024,45-54,Enterprise
France,Healthcare,Claude,66.89,2244,2023,25-34,Startup
France,Technology,ChatGPT,76.45,6313,2024,55+,Startup
India,Retail,Midjourney,46,329,2024,45-54,SME
Canada,Education,ChatGPT,17.07,3558,2023,18-24,SME
Germany,Technology,ChatGPT,93.94,4935,2023,45-54,Enterprise
Australia,Education,Stable Diffusion,76.86,2146,2023,45-54,Startup
Canada,Education,ChatGPT,49.61,4412,2024,25-34,Enterprise
South Korea,Agriculture,Midjourney,54.3,5324,2024,25-34,SME
South Korea,Manufacturing,Claude,28.84,6036,2024,55+,SME
Australia,Finance,ChatGPT,84.92,1571,2024,18-24,SME
Australia,Technology,Midjourney,18.31,6603,2024,25-34,SME
Brazil,Healthcare,Bard,52.77,1894,2024,18-24,Enterprise
India,Manufacturing,Claude,60.71,5245,2024,18-24,Enterprise
France,Agriculture,Claude,91.38,5729,2024,45-54,Startup
France,Healthcare,Bard,5.33,689,2024,18-24,SME
India,Education,Stable Diffusion,43.83,6210,2023,35-44,Startup
Brazil,Technology,Stable Diffusion,58.22,4903,2024,18-24,Enterprise
Australia,Technology,Stable Diffusion,37.74,4882,2024,45-54,Startup
Germany,Retail,Stable Diffusion,76.51,2954,2024,45-54,Startup
UK,Agriculture,Midjourney,15.88,7743,2024,45-54,SME
UK,Agriculture,Bard,4.78,4091,2024,35-44,Startup
South Korea,Transportation,Midjourney,2.69,7715,2023,55+,Enterprise
South Korea,Retail,ChatGPT,37.87,6245,2023,18-24,SME
Brazil,Transportation,ChatGPT,21.12,6428,2024,45-54,Startup
Australia,Finance,Stable Diffusion,44.8,5886,2024,18-24,SME
India,Manufacturing,Midjourney,78.33,8751,2024,45-54,SME
South Korea,Finance,Midjourney,55.67,6147,2024,18-24,Startup
India,Finance,ChatGPT,13.99,3544,2023,18-24,Enterprise
India,Finance,ChatGPT,42.15,3310,2024,25-34,Startup
USA,Agriculture,Bard,54.24,9444,2024,55+,Startup
South Korea,Retail,ChatGPT,94.53,4147,2023,35-44,Startup
UK,Healthcare,ChatGPT,14.09,846,2024,55+,SME
China,Manufacturing,ChatGPT,17.26,779,2024,18-24,Startup
USA,Retail,Midjourney,44.81,3083,2024,35-44,SME
UK,Agriculture,Midjourney,81.72,7601,2024,45-54,Enterprise
France,Agriculture,Midjourney,88.69,4900,2023,25-34,Enterprise
South Korea,Retail,Midjourney,48.64,5068,2023,25-34,Startup
Canada,Transportation,ChatGPT,7.11,7676,2024,55+,Startup
Australia,Agriculture,ChatGPT,11.1,7797,2024,45-54,SME
Brazil,Manufacturing,Midjourney,8.69,6668,2024,18-24,SME
South Korea,Healthcare,Midjourney,17.88,2736,2024,18-24,SME
China,Transportation,ChatGPT,13.36,4624,2023,35-44,SME
South Korea,Education,Stable Diffusion,73.94,9989,2024,25-34,Enterprise
Canada,Technology,Midjourney,90.57,5301,2024,18-24,Enterprise
South Korea,Education,ChatGPT,34.96,6013,2024,18-24,Enterprise
India,Technology,Midjourney,49.98,2011,2023,25-34,SME
USA,Finance,ChatGPT,84.28,2186,2024,45-54,Startup
Brazil,Agriculture,ChatGPT,33.61,1388,2023,18-24,Startup
Australia,Agriculture,ChatGPT,23.55,707,2024,55+,SME
India,Transportation,Stable Diffusion,86.6,9648,2024,45-54,SME
Brazil,Healthcare,Bard,93.03,5436,2024,35-44,Enterprise
India,Healthcare,Midjourney,43.94,7606,2023,55+,Startup
Australia,Finance,Bard,7.53,8041,2024,18-24,Startup
China,Finance,Bard,95.2,8546,2024,25-34,Startup
USA,Healthcare,Bard,40.02,8690,2024,45-54,Startup
Brazil,Transportation,Midjourney,33.39,6199,2024,25-34,Enterprise
Brazil,Agriculture,Midjourney,28.99,3954,2024,18-24,Enterprise
India,Agriculture,ChatGPT,41.55,7652,2024,55+,Startup
USA,Retail,Midjourney,26.26,9638,2023,45-54,SME
Australia,Education,ChatGPT,73.79,3299,2024,45-54,SME
USA,Finance,Midjourney,51.49,607,2023,55+,SME
France,Transportation,Midjourney,19.68,8687,2023,18-24,Startup
South Korea,Healthcare,ChatGPT,54.1,1939,2023,35-44,Enterprise
France,Education,Midjourney,74.78,6687,2024,55+,Enterprise
China,Technology,Claude,74.77,8923,2024,35-44,SME
India,Finance,Claude,36.9,7157,2023,25-34,SME
Australia,Transportation,Bard,61.03,2652,2024,45-54,Enterprise
USA,Manufacturing,ChatGPT,42.57,4991,2024,18-24,Enterprise
Canada,Technology,Midjourney,95,5083,2024,25-34,Enterprise
UK,Finance,Bard,18.38,6450,2024,18-24,Enterprise
France,Healthcare,Midjourney,81.11,9660,2024,35-44,SME
China,Retail,ChatGPT,69.48,109,2024,45-54,SME
France,Education,ChatGPT,79.56,5854,2024,35-44,Enterprise
Australia,Finance,Midjourney,94.44,1475,2024,55+,Enterprise
China,Retail,ChatGPT,49.88,1462,2024,25-34,SME
Germany,Manufacturing,Midjourney,81.07,2259,2024,18-24,SME
USA,Retail,ChatGPT,97.51,3192,2023,25-34,SME
UK,Agriculture,Claude,15.67,9377,2023,25-34,SME
China,Healthcare,ChatGPT,3.88,2909,2024,25-34,SME
India,Agriculture,ChatGPT,5.27,7511,2024,55+,Enterprise
Canada,Technology,ChatGPT,68.68,5467,2024,45-54,SME
Canada,Technology,Midjourney,2.07,9148,2024,18-24,Startup
USA,Technology,Stable Diffusion,48.98,1239,2024,55+,Startup
